Constituency name,Region,Winner,con_pct,lab_pct,ldem_pct,grn_pct,snp_pct,pc_pct,ref_pct,rstr_pct,ind_pct,oth_pct
Ribble Valley,Northern England,Lab,33.3,34.9,9.6,3.3,0.0,0.0,16.4,0.0,2.4,0.0
Richmond and Northallerton,Northern England,Con,47.5,22.4,8.9,4.2,0.0,0.0,14.7,0.0,0.9,1.3
Richmond Park,London,LDem,21.8,9.7,54.6,6.5,0.0,0.0,6.2,0.0,0.0,1.1
Rochdale,Northern England,Lab,10.8,32.8,7.1,3.1,0.0,0.0,17.1,0.0,0.0,29.2
Rochester and Strood,Southern England,Lab,29.3,36.2,4.4,5.7,0.0,0.0,23.4,0.0,0.0,1.0
Romford,London,Con,34.8,31.5,4.3,5.0,0.0,0.0,21.8,0.0,0.0,2.5
Romsey and Southampton North,Southern England,Con,39.8,9.3,35.4,3.8,0.0,0.0,11.4,0.0,0.4,0.0
Rossendale and Darwen,Northern England,Lab,28.3,40.9,2.8,5.2,0.0,0.0,21.7,0.0,0.0,1.1
Rother Valley,Northern England,Lab,36.1,38.5,2.8,4.1,0.0,0.0,18.5,0.0,0.0,0.0
Rotherham,Northern England,Lab,0.0,45.1,7.6,7.1,0.0,0.0,30.3,0.0,1.5,8.3
Rugby,Midlands,Lab,30.8,39.9,6.6,5.2,0.0,0.0,16.8,0.0,0.7,0.0
"Ruislip, Northwood and Pinner",London,Con,45.4,29.3,9.2,6.2,0.0,0.0,9.9,0.0,0.0,0.0
Runcorn and Helsby,Northern England,Lab,16.0,52.9,5.1,6.4,0.0,0.0,18.1,0.0,0.0,1.4
Runnymede and Weybridge,Southern England,Con,38.2,20.6,22.4,4.0,0.0,0.0,13.3,0.0,1.1,0.3
Rushcliffe,Midlands,Lab,30.9,43.8,5.4,7.6,0.0,0.0,11.0,0.0,1.3,0.0
Rutherglen,Scotland,Lab,5.7,50.5,4.0,0.0,29.9,0.0,6.3,0.0,0.4,3.2
Rutland and Stamford,Midlands,Con,43.7,22.3,12.9,5.8,0.0,0.0,14.4,0.0,0.0,0.8
Salford,Northern England,Lab,9.0,53.2,6.9,13.1,0.0,0.0,15.2,0.0,0.0,2.6
Salisbury,Southern England,Con,34.1,26.5,23.6,4.2,0.0,0.0,10.4,0.0,0.9,0.3
Scarborough and Whitby,Northern England,Lab,27.9,40.2,4.3,3.9,0.0,0.0,21.8,0.0,0.0,1.9
Scunthorpe,Northern England,Lab,30.6,39.7,2.4,3.1,0.0,0.0,20.9,0.0,3.1,0.3
Sefton Central,Northern England,Lab,17.9,56.4,5.5,6.9,0.0,0.0,12.2,0.0,1.0,0.0
Selby,Northern England,Lab,25.6,46.3,3.6,5.0,0.0,0.0,19.4,0.0,0.0,0.0
Sevenoaks,Southern England,Con,36.7,13.6,25.8,4.1,0.0,0.0,18.7,0.0,0.0,1.0
Sheffield Brightside and Hillsborough,Northern England,Lab,12.9,51.6,5.4,14.9,0.0,0.0,0.0,0.0,8.0,7.3
Sheffield Central,Northern England,Lab,7.4,52.1,6.8,26.0,0.0,0.0,0.0,0.0,3.3,4.4
Sheffield Hallam,Northern England,Lab,12.0,46.3,30.4,8.7,0.0,0.0,0.0,0.0,0.0,2.6
Sheffield Heeley,Northern England,Lab,13.6,55.2,10.0,15.4,0.0,0.0,0.0,0.0,0.0,5.7
Sheffield South East,Northern England,Lab,17.5,52.3,9.6,8.8,0.0,0.0,0.0,0.0,4.8,7.0
Sherwood Forest,Midlands,Lab,27.5,38.7,3.8,4.6,0.0,0.0,23.3,0.0,2.2,0.0
Shipley,Northern England,Lab,27.2,45.0,2.8,7.5,0.0,0.0,15.0,0.0,0.6,2.0
Shrewsbury,Midlands,Lab,22.5,44.5,13.0,4.6,0.0,0.0,14.6,0.0,0.3,0.5
Sittingbourne and Sheppey,Southern England,Lab,28.2,29.1,3.2,4.1,0.0,0.0,25.6,0.0,1.3,8.4
Skipton and Ripon,Northern England,Con,35.2,32.1,7.8,6.4,0.0,0.0,15.9,0.0,0.9,1.5
Sleaford and North Hykeham,Midlands,Con,35.7,26.8,4.7,5.0,0.0,0.0,21.6,0.0,0.0,6.2
Slough,Southern England,Lab,17.2,33.9,4.8,4.3,0.0,0.0,7.7,0.0,3.7,28.3
Smethwick,Midlands,Lab,12.9,48.0,2.9,7.8,0.0,0.0,16.1,0.0,4.8,7.4
Solihull West and Shirley,Midlands,Con,34.7,24.9,16.9,7.0,0.0,0.0,15.3,0.0,1.3,0.0
South Antrim,Northern Ireland,UUP,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,98.7
South Basildon and East Thurrock,Southern England,Ref,25.7,30.5,2.7,4.3,0.0,0.0,30.8,0.0,5.6,0.4
South Cambridgeshire,Southern England,LDem,27.4,11.1,46.8,4.8,0.0,0.0,8.9,0.0,0.8,0.0
South Cotswolds,Southern England,LDem,34.4,7.5,43.9,3.0,0.0,0.0,9.8,0.0,0.6,0.7
South Derbyshire,Midlands,Lab,29.7,38.8,4.7,4.2,0.0,0.0,19.6,0.0,2.6,0.4
South Devon,Southern England,LDem,31.5,6.3,46.0,3.1,0.0,0.0,13.0,0.0,0.0,0.3
South Dorset,Southern England,Lab,29.8,31.9,16.3,4.4,0.0,0.0,16.7,0.0,0.9,0.0
South Down,Northern Ireland,SF,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,98.9
South East Cornwall,Southern England,Lab,27.9,31.8,16.8,4.1,0.0,0.0,18.9,0.0,0.0,0.5
South Holland and The Deepings,Midlands,Con,38.0,19.8,4.2,3.9,0.0,0.0,23.1,0.0,11.0,0.0
South Leicestershire,Midlands,Con,35.6,24.8,14.8,4.8,0.0,0.0,19.9,0.0,0.0,0.0
South Norfolk,Southern England,Lab,29.3,35.0,11.6,8.0,0.0,0.0,15.3,0.0,0.5,0.3
South Northamptonshire,Midlands,Con,35.7,28.9,9.3,5.7,0.0,0.0,16.7,0.0,3.3,0.5
South Ribble,Northern England,Lab,28.6,42.5,6.4,3.4,0.0,0.0,19.3,0.0,0.0,0.0
South Shields,Northern England,Lab,11.2,41.1,3.8,14.8,0.0,0.0,23.0,0.0,6.2,0.0
South Shropshire,Midlands,Con,34.1,13.4,31.0,3.7,0.0,0.0,17.8,0.0,0.0,0.0
South Suffolk,Southern England,Con,33.0,26.7,13.2,8.2,0.0,0.0,19.0,0.0,0.0,0.0
South West Devon,Southern England,Con,34.3,30.3,10.6,5.6,0.0,0.0,17.9,0.0,0.8,0.5
South West Hertfordshire,Southern England,Con,34.1,20.0,24.9,5.2,0.0,0.0,14.1,0.0,0.0,1.7
South West Norfolk,Southern England,Lab,25.3,26.7,5.9,4.1,0.0,0.0,22.5,0.0,14.2,1.3
South West Wiltshire,Southern England,Con,33.8,26.8,15.6,4.9,0.0,0.0,17.0,0.0,1.9,0.0
Southampton Itchen,Southern England,Lab,25.4,41.5,7.1,7.3,0.0,0.0,18.0,0.0,0.0,0.7
Southampton Test,Southern England,Lab,18.5,44.5,9.1,10.0,0.0,0.0,14.7,0.0,0.0,3.2
Southend East and Rochford,Southern England,Lab,28.7,38.8,5.7,6.8,0.0,0.0,18.2,0.0,0.0,1.8
Southend West and Leigh,Southern England,Lab,31.5,35.6,6.8,6.9,0.0,0.0,17.6,0.0,0.6,1.0
Southgate and Wood Green,London,Lab,17.6,51.1,8.6,12.3,0.0,0.0,6.9,0.0,0.0,3.5
Southport,Northern England,Lab,25.4,38.3,13.0,4.8,0.0,0.0,16.4,0.0,2.0,0.0
Spelthorne,Southern England,Con,30.4,27.0,18.9,5.2,0.0,0.0,17.9,0.0,0.0,0.6
Spen Valley,Northern England,Lab,24.0,39.2,3.5,5.6,0.0,0.0,24.1,0.0,3.7,0.0
St Albans,Southern England,LDem,18.2,10.1,56.6,6.3,0.0,0.0,8.4,0.0,0.0,0.4
St Austell and Newquay,Southern England,Lab,28.9,34.1,10.3,5.0,0.0,0.0,19.7,0.0,0.9,1.0
St Helens North,Northern England,Lab,11.1,52.6,4.4,8.6,0.0,0.0,22.5,0.0,0.0,0.7
St Helens South and Whiston,Northern England,Lab,8.0,49.7,5.8,6.9,0.0,0.0,18.3,0.0,11.2,0.0
St Ives,Southern England,LDem,23.4,5.8,52.0,3.7,0.0,0.0,13.5,0.0,0.7,0.8
St Neots and Mid Cambridgeshire,Southern England,LDem,28.2,13.1,36.9,5.0,0.0,0.0,10.7,0.0,5.6,0.5
Stafford,Midlands,Lab,30.3,40.3,3.6,6.2,0.0,0.0,18.7,0.0,0.0,0.9
Staffordshire Moorlands,Midlands,Con,35.4,32.6,3.5,5.3,0.0,0.0,23.2,0.0,0.0,0.0
Stalybridge and Hyde,Northern England,Lab,18.5,43.8,2.9,7.4,0.0,0.0,20.9,0.0,3.3,3.3
Stevenage,Southern England,Lab,25.9,41.4,8.1,6.2,0.0,0.0,17.9,0.0,0.0,0.3
Stirling and Strathallan,Scotland,Lab,19.0,33.9,5.1,4.7,31.1,0.0,6.3,0.0,0.0,0.0
Stockport,Northern England,Lab,11.4,49.9,8.5,11.1,0.0,0.0,14.9,0.0,0.0,4.2
Stockton North,Northern England,Lab,21.5,45.8,3.0,5.1,0.0,0.0,24.6,0.0,0.0,0.0
Stockton West,Northern England,Con,41.9,37.5,2.5,3.0,0.0,0.0,14.0,0.0,1.0,0.1
Stoke-on-Trent Central,Midlands,Lab,17.6,42.4,2.8,4.8,0.0,0.0,24.2,0.0,8.1,0.0
Stoke-on-Trent North,Midlands,Lab,26.3,40.3,2.5,3.4,0.0,0.0,24.4,0.0,3.1,0.0
Stoke-on-Trent South,Midlands,Lab,33.2,34.7,3.9,2.9,0.0,0.0,21.6,0.0,3.6,0.0
"Stone, Great Wyrley and Penkridge",Midlands,Con,46.5,33.7,6.9,5.2,0.0,0.0,0.0,0.0,0.0,7.7
Stourbridge,Midlands,Lab,30.8,38.5,4.0,4.3,0.0,0.0,19.7,0.0,0.0,2.7
Strangford,Northern Ireland,DUP,0.4,0.0,0.0,1.8,0.0,0.0,0.0,0.0,1.1,96.8
Stratford and Bow,London,Lab,7.2,44.1,4.4,17.3,0.0,0.0,4.8,0.0,14.7,7.5
Stratford-on-Avon,Midlands,LDem,30.8,7.1,44.3,2.3,0.0,0.0,14.6,0.0,0.6,0.4
Streatham and Croydon North,London,Lab,12.0,52.1,11.3,17.1,0.0,0.0,4.5,0.0,0.0,3.0
Stretford and Urmston,Northern England,Lab,14.1,49.2,4.8,9.6,0.0,0.0,11.9,0.0,0.0,10.4
Stroud,Southern England,Lab,25.7,46.4,5.3,10.4,0.0,0.0,11.5,0.0,0.5,0.3
Suffolk Coastal,Southern England,Lab,29.5,31.7,14.0,8.9,0.0,0.0,15.9,0.0,0.0,0.0
Sunderland Central,Northern England,Lab,14.3,42.2,9.0,7.5,0.0,0.0,27.0,0.0,0.0,0.0
Surrey Heath,Southern England,LDem,33.0,6.6,44.8,2.4,0.0,0.0,13.1,0.0,0.0,0.2
Sussex Weald,Southern England,Con,34.1,16.8,20.2,7.7,0.0,0.0,18.1,0.0,1.9,1.3
Sutton and Cheam,London,LDem,28.9,17.7,36.9,3.6,0.0,0.0,12.2,0.0,0.7,0.0
Sutton Coldfield,Midlands,Con,38.3,33.0,5.4,5.0,0.0,0.0,17.0,0.0,0.0,1.4
Swansea West,Wales,Lab,9.9,41.4,12.2,6.5,0.0,11.5,17.5,0.0,0.0,0.9
Swindon North,Southern England,Lab,31.3,40.6,4.7,5.4,0.0,0.0,17.1,0.0,0.6,0.3
Swindon South,Southern England,Lab,26.9,48.4,4.1,5.7,0.0,0.0,13.8,0.0,1.1,0.0
Tamworth,Midlands,Lab,31.9,35.0,3.3,3.6,0.0,0.0,25.1,0.0,0.0,1.1
Tatton,Northern England,Con,38.4,36.3,8.9,5.0,0.0,0.0,11.5,0.0,0.0,0.0
Taunton and Wellington,Southern England,LDem,24.6,7.1,48.4,3.6,0.0,0.0,16.0,0.0,0.0,0.3
Telford,Midlands,Lab,21.4,44.7,3.8,5.2,0.0,0.0,24.8,0.0,0.0,0.0
Tewkesbury,Southern England,LDem,29.8,8.9,42.7,5.9,0.0,0.0,12.4,0.0,0.0,0.4
The Wrekin,Midlands,Con,32.6,30.9,9.5,6.1,0.0,0.0,19.8,0.0,1.1,0.0
Thirsk and Malton,Northern England,Con,39.2,24.1,10.8,6.0,0.0,0.0,18.0,0.0,0.0,1.9
Thornbury and Yate,Southern England,LDem,33.4,9.5,39.0,4.1,0.0,0.0,14.1,0.0,0.0,0.0
Thurrock,Southern England,Lab,21.3,42.7,3.1,4.3,0.0,0.0,25.5,0.0,1.2,1.8
Tipton and Wednesbury,Midlands,Lab,26.3,36.9,1.9,4.7,0.0,0.0,25.2,0.0,5.0,0.0
Tiverton and Minehead,Southern England,LDem,31.2,9.1,38.6,4.7,0.0,0.0,16.4,0.0,0.0,0.0
Tonbridge,Southern England,Con,40.8,18.6,8.4,15.1,0.0,0.0,15.0,0.0,0.0,2.1
Tooting,London,Lab,18.4,55.2,8.4,10.7,0.0,0.0,4.8,0.0,0.3,2.2
Torbay,Southern England,LDem,29.5,7.1,41.1,3.1,0.0,0.0,18.8,0.0,0.0,0.5
Torfaen,Wales,Lab,16.1,42.5,4.6,4.8,0.0,7.2,22.0,0.0,2.5,0.4
Torridge and Tavistock,Southern England,Con,31.6,21.2,23.8,4.6,0.0,0.0,18.0,0.0,0.8,0.0
Tottenham,London,Lab,5.8,57.5,4.8,19.0,0.0,0.0,4.0,0.0,5.8,3.1
Truro and Falmouth,Southern England,Lab,25.1,41.3,13.0,6.9,0.0,0.0,12.3,0.0,1.0,0.3
Tunbridge Wells,Southern England,LDem,27.6,11.4,43.6,4.3,0.0,0.0,12.0,0.0,1.1,0.0
Twickenham,London,LDem,16.3,12.5,56.3,6.7,0.0,0.0,7.6,0.0,0.0,0.6
Tynemouth,Northern England,Lab,18.7,50.6,5.6,7.4,0.0,0.0,15.3,0.0,1.7,0.8
Upper Bann,Northern Ireland,DUP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Uxbridge and South Ruislip,London,Lab,34.9,36.2,3.8,9.5,0.0,0.0,14.4,0.0,0.0,1.3
Vale of Glamorgan,Wales,Lab,29.5,38.7,3.5,4.1,0.0,7.1,15.2,0.0,0.4,1.5
Vauxhall and Camberwell Green,London,Lab,7.5,57.4,12.1,17.1,0.0,0.0,5.4,0.0,0.0,0.5
Wakefield and Rothwell,Northern England,Lab,18.0,43.7,8.0,5.9,0.0,0.0,20.7,0.0,0.0,3.7
Wallasey,Northern England,Lab,11.7,57.7,4.3,9.1,0.0,0.0,15.6,0.0,0.0,1.5
Walsall and Bloxwich,Midlands,Lab,18.0,33.6,2.2,6.2,0.0,0.0,19.6,0.0,20.4,0.0
Walthamstow,London,Lab,5.2,59.5,3.8,20.1,0.0,0.0,4.0,0.0,2.8,4.6
Warrington North,Northern England,Lab,16.2,46.8,6.8,4.7,0.0,0.0,23.8,0.0,1.6,0.0
Warrington South,Northern England,Lab,23.9,46.7,7.7,4.7,0.0,0.0,15.9,0.0,0.9,0.2
Warwick and Leamington,Midlands,Lab,23.5,48.7,7.9,9.1,0.0,0.0,10.5,0.0,0.0,0.3
Washington and Gateshead South,Northern England,Lab,12.6,47.8,4.3,4.6,0.0,0.0,29.1,0.0,1.7,0.0
Watford,Southern England,Lab,24.7,35.3,17.0,5.5,0.0,0.0,11.1,0.0,0.0,6.4
Waveney Valley,Southern England,Grn,30.3,9.4,2.5,41.7,0.0,0.0,15.9,0.0,0.0,0.2
Weald of Kent,Southern England,Con,39.8,23.2,7.8,9.0,0.0,0.0,20.1,0.0,0.0,0.0
Wellingborough and Rushden,Midlands,Lab,27.8,40.3,3.6,6.1,0.0,0.0,21.5,0.0,0.0,0.6
Wells and Mendip Hills,Southern England,LDem,24.8,7.0,46.9,4.1,0.0,0.0,13.1,0.0,4.0,0.0
Welwyn Hatfield,Southern England,Lab,33.2,41.0,6.4,6.2,0.0,0.0,13.2,0.0,0.0,0.0
West Aberdeenshire and Kincardine,Scotland,Con,35.6,13.1,13.0,2.1,28.6,0.0,7.1,0.0,0.6,0.0
West Bromwich,Midlands,Lab,20.1,46.2,3.6,5.6,0.0,0.0,19.5,0.0,4.7,0.4
West Dorset,Southern England,LDem,36.5,5.9,51.3,4.3,0.0,0.0,0.0,0.0,1.9,0.0
West Dunbartonshire,Scotland,Lab,3.7,48.8,2.1,3.8,33.6,0.0,7.0,0.0,0.0,1.0
West Ham and Beckton,London,Lab,10.4,45.2,4.4,10.7,0.0,0.0,7.7,0.0,0.0,21.5
West Lancashire,Northern England,Lab,19.6,50.5,4.6,7.4,0.0,0.0,17.9,0.0,0.0,0.0
West Suffolk,Southern England,Con,34.3,27.2,9.3,6.3,0.0,0.0,20.8,0.0,1.8,0.3
West Tyrone,Northern Ireland,SF,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8
West Worcestershire,Midlands,Con,36.2,15.2,24.2,9.3,0.0,0.0,14.4,0.0,0.0,0.7
Westmorland and Lonsdale,Northern England,LDem,19.4,4.7,62.7,3.0,0.0,0.0,9.8,0.0,0.2,0.3
Weston-super-Mare,Southern England,Lab,28.1,38.5,8.9,6.3,0.0,0.0,18.2,0.0,0.0,0.0
Wetherby and Easingwold,Northern England,Con,39.4,30.1,6.4,8.7,0.0,0.0,13.9,0.0,0.0,1.4
Whitehaven and Workington,Northern England,Lab,20.2,53.0,2.7,2.9,0.0,0.0,21.2,0.0,0.0,0.0
Widnes and Halewood,Northern England,Lab,9.2,61.6,4.2,5.4,0.0,0.0,18.5,0.0,0.0,1.1
Wigan,Northern England,Lab,10.5,47.4,4.1,4.0,0.0,0.0,24.1,0.0,9.8,0.0
Wimbledon,London,LDem,22.2,21.3,45.1,4.4,0.0,0.0,5.9,0.0,0.4,0.7
Winchester,Southern England,LDem,28.2,5.3,52.5,4.8,0.0,0.0,8.4,0.0,0.5,0.3
Windsor,Southern England,Con,36.4,22.2,21.1,5.1,0.0,0.0,10.3,0.0,3.6,1.4
Wirral West,Northern England,Lab,26.3,46.4,6.1,8.3,0.0,0.0,12.9,0.0,0.0,0.0
Witham,Southern England,Con,37.2,27.0,6.8,7.0,0.0,0.0,19.5,0.0,2.5,0.0
Witney,Southern England,LDem,32.6,9.4,41.2,3.3,0.0,0.0,12.5,0.0,0.7,0.3
Woking,Southern England,LDem,26.5,9.2,49.9,3.8,0.0,0.0,10.2,0.0,0.0,0.3
Wokingham,Southern England,LDem,32.2,6.7,47.7,3.6,0.0,0.0,9.8,0.0,0.0,0.0
Wolverhampton North East,Midlands,Lab,26.6,42.9,3.0,4.3,0.0,0.0,23.2,0.0,0.0,0.0
Wolverhampton South East,Midlands,Lab,16.9,50.3,2.3,4.9,0.0,0.0,22.8,0.0,0.0,2.7
Wolverhampton West,Midlands,Lab,26.3,44.3,3.2,5.8,0.0,0.0,13.9,0.0,2.0,4.5
Worcester,Midlands,Lab,25.0,40.5,8.7,10.4,0.0,0.0,14.6,0.0,0.0,0.9
Worsley and Eccles,Northern England,Lab,16.0,47.7,4.4,7.7,0.0,0.0,21.6,0.0,1.1,1.7
Worthing West,Southern England,Lab,32.5,40.2,5.3,6.4,0.0,0.0,14.8,0.0,0.7,0.0
Wrexham,Wales,Lab,24.5,39.2,4.4,3.3,0.0,10.2,17.1,0.0,0.0,1.2
Wycombe,Southern England,Lab,25.6,35.9,9.5,4.9,0.0,0.0,10.7,0.0,4.8,8.6
Wyre Forest,Midlands,Con,32.1,30.3,6.2,5.4,0.0,0.0,21.4,0.0,4.6,0.0
Wythenshawe and Sale East,Northern England,Lab,13.8,52.6,5.1,10.6,0.0,0.0,15.3,0.0,0.0,2.7
Yeovil,Southern England,LDem,23.5,6.1,48.5,4.9,0.0,0.0,15.7,0.0,1.2,0.0
Ynys Môn,Wales,PC,30.5,23.4,1.3,1.9,0.0,32.5,9.9,0.0,0.0,0.6
York Central,Northern England,Lab,12.4,56.6,7.0,12.0,0.0,0.0,10.9,0.0,1.0,0.0
York Outer,Northern England,Lab,26.9,45.3,10.8,4.3,0.0,0.0,11.6,0.0,0.6,0.5
